restaurant_name,n_reviews,average_rating,restaurant_address,zip_code,price_level,restaurant_url,Take_out,Credit_Cards,Reservations,Outdoor,Pets,Walkins,Parkings,Delivery,Wheelchair,Group,Vegetarian,Casual,Classy,Catering,Cuisine_1,Cuisine_2,Cuisine_3
Penny Drip,38,4.2,"815 Lafayette St Fort Wayne, IN 46802",46802,2,https://www.yelp.com/biz/penny-drip-fort-wayne-2?osq=Restaurants,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Coffee & Tea,Cafes,Cocktail Bars
Elijah’s Restaurant and Bakery,10,5,"301 W Jefferson Blvd Fort Wayne, IN 46802",46802,2,https://www.yelp.com/biz/elijah-s-restaurant-and-bakery-fort-wayne?osq=Restaurants,1,0,1,0,0,0,1,1,0,0,0,0,0,1,New American,Coffee & Tea,Bakeries
Seoul Garden,6,4.5,"1622 Broadway St Fort Wayne, IN 46802",46802,2,https://www.yelp.com/biz/seoul-garden-fort-wayne?osq=Restaurants,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Korean,,
Bistro Nota,37,4.8,"620 S Calhoun St Fort Wayne, IN 46802",46802,2,https://www.yelp.com/biz/bistro-nota-fort-wayne?osq=Restaurants,0,0,1,0,1,0,0,0,0,1,1,0,0,0,French,Desserts,Beer Bar
Copper Spoon,289,4.4,"301 W Jefferson Blvd Ste 100 Fort Wayne, IN 46802",46802,3,https://www.yelp.com/biz/copper-spoon-fort-wayne?osq=Restaurants,1,0,1,0,0,0,0,0,0,1,1,0,0,0,American,Cocktail Bars,New American
Tolon,285,4.6,"614 S Harrison St Fort Wayne, IN 46802",46802,2,https://www.yelp.com/biz/tolon-fort-wayne?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,0,New American,American,
Three Rivers Distilling Company,154,4.2,"224 E Wallace St Fort Wayne, IN 46803",46803,2,https://www.yelp.com/biz/three-rivers-distilling-company-fort-wayne-3?osq=Restaurants,1,0,1,1,1,0,0,0,0,0,1,0,0,0,Distilleries,Bars,American
Birrieria La Cabaña,17,4.6,"2534 New Haven Ave Fort Wayne, IN 46803",46803,2,https://www.yelp.com/biz/birrieria-la-caba%C3%B1a-fort-wayne?osq=Restaurants,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Mexican,,
Umi,210,4.2,"2912 Getz Rd Fort Wayne, IN 46804",46804,2,https://www.yelp.com/biz/umi-fort-wayne,1,0,1,0,0,1,1,0,1,0,1,0,0,1,Seafood,Japanese,Steakhouses
McAlister's Deli,65,3.6,"1310 South Illinois Rd Fort Wayne, IN 46804",46804,2,https://www.yelp.com/biz/mcalisters-deli-fort-wayne-3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Delis,Salad,Sandwiches
Outback Steakhouse,122,2.7,"5455 Coventry Ln Ft. Wayne, IN 46804",46804,2,https://www.yelp.com/biz/outback-steakhouse-fort-wayne-4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Steakhouses,,
Taco Bell,12,2.7,"1209 Reckeweg Road Fort Wayne, IN 46804",46804,2,https://www.yelp.com/biz/taco-bell-fort-wayne-24,1,1,0,0,0,1,1,1,0,0,1,0,0,0,Mexican,Fast Food,
Sara's Family Restaurant,140,4.3,"5792 Coventry Ln Fort Wayne, IN 46804",46804,1,https://www.yelp.com/biz/saras-family-restaurant-fort-wayne?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Breakfast & Brunch,Wraps,Sandwiches
Summit Grill Kitchen & Cocktails,114,3.4,"6525 Covington Rd Fort Wayne, IN 46804",46804,2,https://www.yelp.com/biz/summit-grill-kitchen-and-cocktails-fort-wayne?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Bars,American,Barbeque
Catablu Grille,126,4.3,"6372 W Jefferson Blvd Fort Wayne, IN 46804",46804,3,https://www.yelp.com/biz/catablu-grille-fort-wayne?osq=Restaurants,1,0,1,1,0,0,0,1,1,1,1,1,0,0,New American,,
Wild Crab Fort Wayne,29,4.3,"6282 W Jefferson Blvd Fort Wayne, IN 46804",46804,0,https://www.yelp.com/biz/wild-crab-fort-wayne-fort-wayne?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Seafood,Bars,Cajun/Creole
Hall's Tavern at Coventry,128,3.4,"5745 Coventry Ln Fort Wayne, IN 46804",46804,2,https://www.yelp.com/biz/halls-tavern-at-coventry-fort-wayne?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,1,0,0,0,American,Desserts,Salad
The Pub At 1802,97,4,"1802 Spy Run Ave Fort Wayne, IN 46805",46805,2,https://www.yelp.com/biz/the-pub-at-1802-fort-wayne?osq=Restaurants,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Sports Bars,Pizza,American
The Friendly Fox,173,4.5,"4001 S Wayne Ave Fort Wayne, IN 46807",46807,0,https://www.yelp.com/biz/the-friendly-fox-fort-wayne?osq=Restaurants,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Cafes,Breakfast & Brunch,Coffee & Tea
07 Pub,53,4.5,"3516 Bdwy Fort Wayne, IN 46807",46807,0,https://www.yelp.com/biz/07-pub-fort-wayne?osq=Restaurants,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Pubs,Chicken Wings,Pizza
Bravas Food,7,4.4,"3416 Fairfield Ave Fort Wayne, IN 46807",46807,0,https://www.yelp.com/biz/bravas-food-fort-wayne-2?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,1,0,0,1,Burgers,Desserts,Hot Dogs
Charlie’s Place,21,3.9,"4201 N Wells St Fort Wayne, IN 46808",46808,2,https://www.yelp.com/biz/charlie-s-place-fort-wayne,1,1,1,1,0,1,0,0,1,0,0,0,0,1,Comfort Food,Cocktail Bars,Breakfast & Brunch
Junk Ditch Brewing Company,581,4.5,"1825 W Main St Fort Wayne, IN 46808",46808,2,https://www.yelp.com/biz/junk-ditch-brewing-company-fort-wayne,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Breweries,New American,Breakfast & Brunch
Ophelia’s,39,4.4,"1603 N Wells St Fort Wayne, IN 46808",46808,2,https://www.yelp.com/biz/ophelia-s-fort-wayne?osq=Restaurants,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Cafes,Coffee & Tea,Breakfast & Brunch
The Club Room at The Clyde,119,3.8,"1806 Bluffton Rd Fort Wayne, IN 46809",46809,2,https://www.yelp.com/biz/the-club-room-at-the-clyde-fort-wayne?osq=Restaurants,1,0,1,1,1,0,0,0,0,0,1,0,0,1,New American,Bars,Music Venues
Morgan's Tap & Grill,11,4.7,"8421 Bluffton Rd Fort Wayne, IN 46809",46809,2,https://www.yelp.com/biz/morgans-tap-and-grill-fort-wayne?osq=Restaurants,1,0,0,1,0,1,1,0,0,0,0,0,0,0,American,Bars,
Uniq BBQ And Shabu,18,3.4,"6045 Stellhorn Rd Fort Wayne, IN 46815",46815,0,https://www.yelp.com/biz/uniq-bbq-and-shabu-fort-wayne?osq=Restaurants,1,0,0,0,1,1,1,0,1,0,0,0,0,0,Hot Pot,Korean,Bubble Tea
Taco Bell,18,2.1,"6211 Stellhorn Rd Fort Wayne, IN 46815",46815,1,https://www.yelp.com/biz/taco-bell-fort-wayne-6,1,1,0,0,0,1,0,1,0,1,1,0,0,0,Mexican,Fast Food,
Subway,11,1.9,"6501 E State Blvd Fort Wayne, IN 46815",46815,1,https://www.yelp.com/biz/subway-fort-wayne-57,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Sandwiches,Fast Food,
Nine Mile Restaurant,50,3.9,"13398 US-27 Fort Wayne, IN 46816",46816,0,https://www.yelp.com/biz/nine-mile-restaurant-fort-wayne?osq=Restaurants,1,0,0,0,1,0,0,0,0,0,1,0,0,0,American,,
McAlister's Deli,42,2.9,"6709 Lima Rd Fort Wayne, IN 46818",46818,2,https://www.yelp.com/biz/mcalisters-deli-fort-wayne-2,1,1,1,0,1,1,0,1,0,0,0,0,0,1,Salad,Delis,Sandwiches
Grain & Berry,1,5,"9821 Lima Rd Ste 102 Fort Wayne, IN 46818",46818,2,https://www.yelp.com/biz/grain-and-berry-fort-wayne?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Acai Bowls,Juice Bars & Smoothies,Vegetarian
Nine House,24,4.9,"14617 Lima Rd Fort Wayne, IN 46818",46818,2,https://www.yelp.com/biz/nine-house-fort-wayne?osq=Restaurants,1,1,0,0,1,1,1,0,0,0,0,1,0,1,Burmese,Thai,
Black Canyon Restaurant,392,4,"1509 W Dupont Rd Fort Wayne, IN 46825",46825,2,https://www.yelp.com/biz/black-canyon-restaurant-fort-wayne?osq=Restaurants,1,0,1,1,0,0,0,0,0,1,1,0,0,0,Steakhouses,New American,Beer Gardens
Passion Fin Asian Bistro and Sushi Bar ,16,4.8,"918 Woodland Plaza Run Fort Wayne, IN 46825",46825,2,https://www.yelp.com/biz/passion-fin-asian-bistro-and-sushi-bar-fort-wayne?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,1,Sushi Bars,Japanese,Seafood
Subway Restaurants,9,2.2,"630 E Dupont Rd Fort Wayne, IN 46825",46825,1,https://www.yelp.com/biz/subway-restaurants-fort-wayne-12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Sandwiches,Fast Food,
KFC,32,1.7,"595 E Dupont Rd Fort Wayne, IN 46825",46825,1,https://www.yelp.com/biz/kfc-fort-wayne-6,1,1,0,0,1,0,1,1,0,0,1,0,0,0,Fast Food,Chicken Wings,Chicken Shop
Vinland Winery,37,4,"4494 Provision Pkwy Fort Wayne, IN 46845",46845,0,https://www.yelp.com/biz/vinland-winery-fort-wayne?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Wineries,New American,
Artie's Tenderloin,13,4.6,"922 S Main St Kokomo, IN 46901",46901,0,https://www.yelp.com/biz/arties-tenderloin-kokomo?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,1,0,0,1,American,,
Main Street Cafe,43,4.1,"223 N Main St Kokomo, IN 46901",46901,1,https://www.yelp.com/biz/main-street-cafe-kokomo?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,1,1,0,0,Cafes,Breakfast & Brunch,Sandwiches
Marble The Steakhouse,56,4.2,"500 N Buckeye St Kokomo, IN 46901",46901,0,https://www.yelp.com/biz/marble-the-steakhouse-kokomo?osq=Restaurants,1,1,1,0,0,0,0,0,0,0,1,0,0,1,Steakhouses,Seafood,Soup
Foxes Trail,93,3.8,"305 S Main St Kokomo, IN 46901",46901,0,https://www.yelp.com/biz/foxes-trail-kokomo?osq=Restaurants,1,1,0,0,0,1,0,1,0,0,1,1,0,0,Bars,American,Steakhouses
Yoke Social Table,5,4.2,"1928 S Washington St Kokomo, IN 46902",46902,2,https://www.yelp.com/biz/yoke-social-table-kokomo?osq=Restaurants,1,1,0,0,0,0,1,1,0,0,0,0,0,1,Salad,Chicken Wings,Sandwiches
Half Moon Restaurant & Brewery,327,3.9,"4051 S Lafountain St Kokomo, IN 46902",46902,0,https://www.yelp.com/biz/half-moon-restaurant-and-brewery-kokomo?osq=Restaurants,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Breweries,New American,
McAlister's Deli,46,3.1,"2020 South Reed Rd Ste 120 Kokomo, IN 46902",46902,2,https://www.yelp.com/biz/mcalisters-deli-kokomo,1,1,1,0,1,0,1,1,0,0,0,0,0,0,Delis,Sandwiches,Salad
Tortas Johann Mexican Grill,74,4.5,"3704 S Lafountain St Kokomo, IN 46902",46902,0,https://www.yelp.com/biz/tortas-johann-mexican-grill-kokomo?osq=Restaurants,1,1,1,0,0,1,0,0,0,0,0,1,0,1,Mexican,,
Taco Bell,8,2.4,"1310 North Reed Road Kokomo, IN 46902",46902,1,https://www.yelp.com/biz/taco-bell-kokomo-2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,Fast Food,Mexican,
PASTArrific Ristorante Italiano,92,3.6,"3001 S Webster St Kokomo, IN 46902",46902,2,https://www.yelp.com/biz/pastarrific-ristorante-italiano-kokomo?osq=Restaurants,1,0,1,1,1,0,0,1,0,0,1,0,0,0,Italian,Pizza,Pubs
Pho Nguyen,43,4.4,"1245 S 17th St Kokomo, IN 46902",46902,0,https://www.yelp.com/biz/pho-nguyen-kokomo-2?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vietnamese,,
Taku Japanese Steakhouse,89,3.8,"1540 E Boulevard St Ste D Kokomo, IN 46902",46902,2,https://www.yelp.com/biz/taku-japanese-steakhouse-kokomo?osq=Restaurants,1,0,0,1,0,0,0,1,1,1,1,0,0,0,Japanese,Steakhouses,Asian Fusion
MacLand,1,5,"108 N Main St Kokomo, IN 46902",46902,2,https://www.yelp.com/biz/macland-kokomo?osq=Restaurants,1,1,0,0,0,1,1,1,1,0,1,0,0,1,Burgers,Sandwiches,
Taco Bell,14,2.2,"3801 S Reed Rd Kokomo, IN 46902",46902,1,https://www.yelp.com/biz/taco-bell-kokomo,1,1,0,0,0,0,1,1,0,0,0,0,0,1,Mexican,Fast Food,
Dillys Restaurant and Bar,23,3.4,"117 W Rochester St Akron, IN 46910",46910,2,https://www.yelp.com/biz/dillys-restaurant-and-bar-akron?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Bars,American,
Jonesys Junction,8,4.9,"906 E Rochester St Akron, IN 46910",46910,0,https://www.yelp.com/biz/jonesys-junction-akron?osq=Restaurants,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Burgers,Sandwiches,
Los Primos Mexican Bar & Grill,19,4.1,"2943 West 800 S Bunker Hill, IN 46914",46914,0,https://www.yelp.com/biz/los-primos-mexican-bar-and-grill-bunker-hill?osq=Restaurants,0,0,1,0,1,0,1,0,1,1,1,0,0,0,Mexican,,
Burlington Pizza - The Barn,10,3.3,"716 S Michigan Rd Burlington, IN 46915",46915,2,https://www.yelp.com/biz/burlington-pizza-the-barn-burlington?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,1,0,0,1,Pizza,,
Converse Big Dipper,15,4.1,"104 S Jefferson St Converse, IN 46919",46919,0,https://www.yelp.com/biz/converse-big-dipper-converse?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,0,1,0,0,Fast Food,Breakfast & Brunch,Ice Cream & Frozen Yogurt
Imagine Burgers & Brew,14,4.2,"304 N Jefferson St Converse, IN 46919",46919,2,https://www.yelp.com/biz/imagine-burgers-and-brew-converse?osq=Restaurants,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Bars,Burgers,
Sandwich Shop,34,4.6,"112 E Main St Delphi, IN 46923",46923,1,https://www.yelp.com/biz/sandwich-shop-delphi?osq=Restaurants,1,0,0,0,1,0,1,0,1,1,1,0,0,0,Sandwiches,American,Burgers
The Blue Moose,7,3.9,"102 W Main St Delphi, IN 46923",46923,0,https://www.yelp.com/biz/the-blue-moose-delphi?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Ice Cream & Frozen Yogurt,Beverage Store,Salad
Cabos Mexican Grill & Bar,2,4.5,"411 Howard St Delphi, IN 46923",46923,2,https://www.yelp.com/biz/cabos-mexican-grill-and-bar-delphi?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bars,Mexican,
The Pit House Bar & Grill,3,5,"118 W Main St Delphi, IN 46923",46923,2,https://www.yelp.com/biz/the-pit-house-bar-and-grill-delphi?osq=Restaurants,1,1,0,1,0,0,0,0,1,0,1,0,0,0,Smokehouse,Barbeque,Chicken Wings
Stone House Restaurant & Bakery,47,4.4,"124 E Main St Delphi, IN 46923",46923,0,https://www.yelp.com/biz/stone-house-restaurant-and-bakery-delphi?osq=Restaurants,1,0,1,1,1,0,0,0,1,0,1,0,0,0,Bakeries,Breakfast & Brunch,
Dairy Queen Grill & Chill,8,3.8,"705 W Main St Delphi, IN 46923",46923,1,https://www.yelp.com/biz/dairy-queen-grill-and-chill-delphi-2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,Fast Food,Ice Cream & Frozen Yogurt,Burgers
Bad Dad Brewing,49,4.7,"407 W Washington St Ste C Fairmount, IN 46928",46928,2,https://www.yelp.com/biz/bad-dad-brewing-fairmount-3?osq=Restaurants,1,0,0,1,1,0,1,1,0,0,0,0,0,1,Pizza,Brewpubs,
Grains & Grill,152,4.3,"407 W Washington St Fairmount, IN 46928",46928,2,https://www.yelp.com/biz/grains-and-grill-fairmount?osq=Restaurants,1,0,1,0,0,0,0,0,0,0,0,0,0,0,American,Steakhouses,Sandwiches
The Branch,13,4.8,"108 S Main St Fairmount, IN 46928",46928,2,https://www.yelp.com/biz/the-branch-fairmount?osq=Restaurants,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Cafes,,
Horner's Market,2,4,"201 N Main St Fairmount, IN 46928",46928,0,https://www.yelp.com/biz/horners-market-fairmount?osq=Restaurants,0,1,0,0,1,0,1,1,0,0,0,0,0,0,Grocery,Meat Shops,Delis
Pizza King,2,5,"29 S Center St Flora, IN 46929",46929,0,https://www.yelp.com/biz/pizza-king-flora?osq=Restaurants,1,1,1,0,1,0,0,0,0,1,1,0,0,0,Pizza,,
Corner Cafe,2,4.5,"1 S Center St Flora, IN 46929",46929,0,https://www.yelp.com/biz/corner-cafe-flora?osq=Restaurants,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Cafes,,
Poor John's Restaurant,3,3.7,"417 US 35 Ste A Galveston, IN 46932",46932,2,https://www.yelp.com/biz/poor-johns-restaurant-galveston-2?osq=Restaurants,1,1,0,0,1,0,0,0,0,0,0,0,0,0,American,,
Tark's Pizza,8,4.5,"429 S California St Galveston, IN 46932",46932,0,https://www.yelp.com/biz/tarks-pizza-galveston?osq=Restaurants,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Pizza,,
Paynes Restaurant,422,4.5,"4925 Kaybee Dr Gas City, IN 46933",46933,2,https://www.yelp.com/biz/paynes-restaurant-gas-city-2?osq=Restaurants,1,0,1,0,1,0,0,0,0,0,1,0,0,0,British,Bars,Breakfast & Brunch
Tacos No Mas,7,3.9,"243 E Main St Gas City, IN 46933",46933,2,https://www.yelp.com/biz/tacos-no-mas-gas-city?osq=Restaurants,1,1,0,0,0,1,1,1,0,1,0,0,0,0,Mexican,,
Pappies Smokehouse & Lunch Box,21,4.5,"505 W Main St Gas City, IN 46933",46933,2,https://www.yelp.com/biz/pappies-smokehouse-and-lunch-box-gas-city?osq=Restaurants,1,1,0,1,0,0,1,1,1,0,0,0,0,0,Barbeque,Food Trucks,Hot Dogs
Oriental Pearl Asian Bistro,37,4.3,"1036 E Main St Gas City, IN 46933",46933,0,https://www.yelp.com/biz/oriental-pearl-asian-bistro-gas-city?osq=Restaurants,1,1,0,0,0,0,1,1,1,0,1,0,0,0,Chinese,Japanese,Thai
KFC,17,1.1,"6265 E 500 S Gas City, IN 46933",46933,1,https://www.yelp.com/biz/kfc-gas-city,1,1,0,0,0,1,1,0,0,0,0,0,0,0,Fast Food,Chicken Wings,Chicken Shop
Taco Bell,23,1.4,"6265 E 500 S Gas City, IN 46933",46933,1,https://www.yelp.com/biz/taco-bell-gas-city,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Fast Food,Mexican,
Casa Grande,30,4.2,"6732 Amy Way Dr Gas City, IN 46933",46933,0,https://www.yelp.com/biz/casa-grande-gas-city?osq=Restaurants,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Mexican,Bars,American
Jackie's Family Restaurant,6,3.7,"105 N Harrisburg Ave Gas City, IN 46933",46933,0,https://www.yelp.com/biz/jackies-family-restaurant-gas-city?osq=Restaurants,1,0,0,0,0,1,0,0,1,0,0,0,0,0,American,Breakfast & Brunch,
Hometown Family Restaurant,3,3.7,"712 W Main St Greentown, IN 46936",46936,0,https://www.yelp.com/biz/hometown-family-restaurant-greentown?osq=Restaurants,1,0,0,0,1,0,0,0,1,0,0,1,0,1,Breakfast & Brunch,American,
El Patron,4,4.8,"204 E Main St Greentown, IN 46936",46936,0,https://www.yelp.com/biz/el-patron-greentown?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Mexican,,
King Chef,8,3.8,"102 E Main St Greentown, IN 46936",46936,0,https://www.yelp.com/biz/king-chef-greentown?osq=Restaurants,1,1,0,0,0,1,1,0,0,0,1,0,0,1,New American,,
Kammy's Kafe,9,4.1,"117 E 4th St Jonesboro, IN 46938",46938,0,https://www.yelp.com/biz/kammys-kafe-jonesboro?osq=Restaurants,1,1,0,0,1,0,0,1,1,0,1,0,0,0,Breakfast & Brunch,,
The Kibitzer Tavern,6,4.3,"101 W Main St Kewanna, IN 46939",46939,0,https://www.yelp.com/biz/the-kibitzer-tavern-kewanna?osq=Restaurants,1,1,1,1,0,0,1,0,1,1,0,1,0,0,American,Burgers,Pizza
950 Speakeasy Bistro,19,4,"950 Washington St Lagro, IN 46941",46941,2,https://www.yelp.com/biz/950-speakeasy-bistro-lagro?osq=Restaurants,0,1,0,1,0,0,1,0,0,0,1,0,1,0,Pizza,Cocktail Bars,Salad
Taco Bell,8,3,"3615 E Market St Logansport, IN 46947",46947,1,https://www.yelp.com/biz/taco-bell-logansport,1,1,0,1,0,1,1,1,0,0,0,0,0,0,Mexican,Fast Food,
Boardwalk Cafe,22,4.4,"501 E Broadway Logansport, IN 46947",46947,0,https://www.yelp.com/biz/boardwalk-cafe-logansport?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Cafes,,
Tokyo Japanese Steakhouse,2,5,"900 W Market St Logansport, IN 46947",46947,0,https://www.yelp.com/biz/tokyo-japanese-steakhouse-logansport?osq=Restaurants,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Sushi Bars,Japanese,
Subway,9,1.7,"922 N 3rd St Logansport, IN 46947",46947,1,https://www.yelp.com/biz/subway-logansport-5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Sandwiches,Fast Food,
Mr Chips and Salsa,6,4.3,"3550 E Market St Logansport, IN 46947",46947,0,https://www.yelp.com/biz/mr-chips-and-salsa-logansport?osq=Restaurants,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Mexican,,
Braves Pancakes House & Restaurant,10,4.4,"2701 E Market St Logansport, IN 46947",46947,0,https://www.yelp.com/biz/braves-pancakes-house-and-restaurant-logansport?osq=Restaurants,1,1,0,0,0,0,1,1,0,0,1,0,0,1,Breakfast & Brunch,American,
Shively's BBQ,6,3.3,"87 S 6th St Logansport, IN 46947",46947,0,https://www.yelp.com/biz/shivelys-bbq-logansport?osq=Restaurants,1,0,0,0,1,0,0,1,0,0,1,0,0,0,Barbeque,,
Charbetts,31,4.5,"1911 Michigan Ave Logansport, IN 46947",46947,0,https://www.yelp.com/biz/charbetts-logansport?osq=Restaurants,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Burgers,Ice Cream & Frozen Yogurt,Sandwiches
Marilu's Family Resturant,11,4.5,"400 S Cicott St Logansport, IN 46947",46947,0,https://www.yelp.com/biz/marilus-family-resturant-logansport?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,1,0,0,1,American,Mexican,
Bullshippers Cafe,17,4.3,"830 E Main St Logansport, IN 46947",46947,0,https://www.yelp.com/biz/bullshippers-cafe-logansport-2?osq=Restaurants,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Diners,Soup,Sandwiches
Amelio's on The River,20,3.6,"431 S 5th St Logansport, IN 46947",46947,3,https://www.yelp.com/biz/amelios-on-the-river-logansport?osq=Restaurants,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Cocktail Bars,American,Italian
Dockside Bar and Grill,5,2.6,"3034 E Main St Macy, IN 46951",46951,0,https://www.yelp.com/biz/dockside-bar-and-grill-macy?osq=Restaurants,1,1,0,0,0,0,1,0,1,1,1,0,0,0,American,Breakfast & Brunch,Bars
Taco Bell,10,1.5,"916 N. Baldwin Ave. Marion, IN 46952",46952,1,https://www.yelp.com/biz/taco-bell-marion-18,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Mexican,Fast Food,
Sender Cafe,8,4.5,"100 S Washington St Marion, IN 46952",46952,2,https://www.yelp.com/biz/sender-cafe-marion?osq=Restaurants,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Cafes,,
Green Olive Pub,15,4.1,"112 E Bradford St Marion, IN 46952",46952,0,https://www.yelp.com/biz/green-olive-pub-marion?osq=Restaurants,1,1,0,0,1,0,1,0,0,1,1,0,0,1,American,Pubs,
Pc Brick Oven Pizza,18,4.3,"2018 W 2nd St Marion, IN 46952",46952,2,https://www.yelp.com/biz/pc-brick-oven-pizza-marion-2?osq=Restaurants,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Pizza,Steakhouses,Sandwiches
Yamato Steak House,48,4,"506 N Baldwin Ave Marion, IN 46952",46952,2,https://www.yelp.com/biz/yamato-steak-house-marion?osq=Restaurants,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Japanese,Sushi Bars,Chinese
Train Station Pancake House,18,4.4,"406 E 4th St Marion, IN 46952",46952,0,https://www.yelp.com/biz/train-station-pancake-house-marion?osq=Restaurants,0,0,0,1,0,1,0,0,0,0,0,0,0,0,American,Pancakes,
Subway,5,2.8,"1421 W Kem Rd Marion, IN 46952",46952,1,https://www.yelp.com/biz/subway-marion-36,1,1,0,1,1,1,1,1,0,1,1,0,0,1,Sandwiches,Fast Food,
Firewater Mill,6,4.2,"1001 N Washington St Marion, IN 46952",46952,2,https://www.yelp.com/biz/firewater-mill-marion?osq=Restaurants,1,1,0,1,1,0,0,1,0,0,0,0,0,1,American,,
Papa Johns Pizza,13,1.4,"826 N Baldwin Ave Marion, IN 46952",46952,1,https://www.yelp.com/biz/papa-johns-pizza-marion-3,1,1,0,0,0,1,1,1,0,1,0,0,0,0,Pizza,Chicken Wings,Fast Food
Taco Bell,14,1.4,"3244 S Western Ave Marion, IN 46953",46953,1,https://www.yelp.com/biz/taco-bell-marion-5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Mexican,Fast Food,
KFC,11,1.5,"1301 W 16th St Marion, IN 46953",46953,1,https://www.yelp.com/biz/kfc-marion-9,1,1,0,1,1,0,0,1,1,0,0,0,0,0,Fast Food,Chicken Wings,Chicken Shop
Jay's Thai Food,44,4,"1500 S Western Ave Marion, IN 46953",46953,2,https://www.yelp.com/biz/jays-thai-food-marion?osq=Restaurants,1,0,1,0,0,1,0,1,1,0,1,0,0,0,Thai,,
Pompeii Ethnic Italian Restaurant,6,5,"908 S Washington St Marion, IN 46953",46953,2,https://www.yelp.com/biz/pompeii-ethnic-italian-restaurant-marion-2?osq=Restaurants,1,1,1,0,0,1,1,0,0,0,0,0,0,0,Desserts,Italian,
Obi's Barbecue,38,3.9,"402 S Washington St Marion, IN 46953",46953,2,https://www.yelp.com/biz/obis-barbecue-marion-2?osq=Restaurants,1,1,0,1,0,0,1,1,0,0,1,0,0,1,Barbeque,,
Subway,6,3.3,"3409 S Western Ave Marion, IN 46953",46953,1,https://www.yelp.com/biz/subway-marion-35,1,0,0,0,1,0,0,1,0,1,0,0,0,1,Sandwiches,Fast Food,
KB's Hometown Pizza,2,3.5,"3963 N Mexico Rd Mexico, IN 46958",46958,0,https://www.yelp.com/biz/kbs-hometown-pizza-mexico?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Pizza,,
Sandwich Cellar,8,4,"403 State Rd 13 N North Manchester, IN 46962",46962,0,https://www.yelp.com/biz/sandwich-cellar-north-manchester?osq=Restaurants,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bars,Fast Food,Sandwiches
