restaurant_name,n_reviews,average_rating,restaurant_address,zip_code,price_level,restaurant_url,Take_out,Credit_Cards,Reservations,Outdoor,Pets,Walkins,Parkings,Delivery,Wheelchair,Group,Vegetarian,Casual,Classy,Catering,Cuisine_1,Cuisine_2,Cuisine_3
World Famous Hotboys,202,4.5,"1004 Virginia Ave Indianapolis, IN 46203",46203,2,https://www.yelp.com/biz/world-famous-hotboys-indianapolis?osq=Restaurants,1,0,0,0,0,0,1,1,0,0,1,0,0,1,Chicken Shop,,
Maialina,322,4.4,"1103 Prospect St Indianapolis, IN 46203",46203,2,https://www.yelp.com/biz/maialina-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Italian,Bars,
Hasuno ,40,4.6,"435 Virginia Ave Indianapolis, IN 46203",46203,2,https://www.yelp.com/biz/hasuno-indianapolis-2?osq=Restaurants,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Sushi Bars,Japanese,Whiskey Bars
Easy Rider Diner,152,4.6,"1043 Virginia Ave Ste 3 Indianapolis, IN 46203",46203,2,https://www.yelp.com/biz/easy-rider-diner-indianapolis?osq=Restaurants,1,0,0,0,0,0,1,0,1,1,1,0,0,0,Comfort Food,Diners,Breakfast & Brunch
Bluebeard,1217,4.4,"653 Virginia Ave Indianapolis, IN 46203",46203,3,https://www.yelp.com/biz/bluebeard-indianapolis?osq=Restaurants,0,1,0,0,1,0,0,0,0,0,1,1,0,0,New American,Venues & Event Spaces,
First Watch,386,4.1,"143 N Illinois St Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/first-watch-indianapolis-10,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Cafes,Breakfast & Brunch,American
Flatiron,33,4.5,"605 N Pennsylvania St Indianapolis, IN 46204",46204,0,https://www.yelp.com/biz/flatiron-indianapolis?osq=Restaurants,1,0,1,1,0,0,0,1,0,1,0,0,0,0,American,Seafood,Steakhouses
Nada,1909,4.3,"11 W Maryland St Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/nada-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Mexican,Cocktail Bars,Desserts
Vicino,79,4,"350 Massachusetts Ave Ste 150, Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/vicino-indianapolis?osq=Restaurants,1,1,0,0,1,0,0,0,0,0,1,0,0,0,Italian,,
Slapfish - Indianapolis,349,4.6,"345 Massachusetts Ave Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/slapfish-indianapolis-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,0,1,0,0,Seafood,Salad,Fish & Chips
The Oakmont,382,4.3,"323 N Delaware St Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/the-oakmont-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,0,1,1,0,0,0,0,American,Breakfast & Brunch,Bars
Tupelo Honey Southern Kitchen & Bar,254,4.2,"320 S Alabama St Ste A Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/tupelo-honey-southern-kitchen-and-bar-indianapolis?osq=Restaurants,1,0,1,1,0,1,1,1,1,0,0,0,0,0,Southern,Cocktail Bars,Breakfast & Brunch
The Eagle,2753,4.5,"310 Massachusetts Ave Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/the-eagle-indianapolis-13?osq=Restaurants,1,0,0,1,1,1,0,1,0,0,0,0,0,0,American,Southern,
LouVino,330,4.3,"530 Massachusetts Ave Ste 140 Indianapolis, IN 46204",46204,2,https://www.yelp.com/biz/louvino-indianapolis-2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Southern,Wine Bars,Breakfast & Brunch
Nesso,279,4.5,"339 South Delaware St Indianapolis, IN 46204",46204,3,https://www.yelp.com/biz/nesso-indianapolis-3?osq=Restaurants,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Italian,Seafood,Pasta Shops
Root & Bone Indianapolis,603,4.4,"4601 N College Ave Indianapolis, IN 46205",46205,2,https://www.yelp.com/biz/root-and-bone-indianapolis-indianapolis?osq=Restaurants,1,0,1,0,0,0,1,0,1,1,0,0,0,0,American,,
Meridian Restaurant & Bar,266,4.1,"5694 N Meridian St Indianapolis, IN 46208",46208,3,https://www.yelp.com/biz/meridian-restaurant-and-bar-indianapolis-2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,New American,Pubs,Vegetarian
Chalet,92,4.4,"5555 N Illinois St Indianapolis, IN 46208",46208,2,https://www.yelp.com/biz/chalet-indianapolis?osq=Restaurants,1,0,0,0,1,0,0,0,1,0,1,0,0,1,Bakeries,Cafes,Coffee & Tea
Billy O'Neals,46,4.2,"7445 W 10th St Indianapolis, IN 46214",46214,2,https://www.yelp.com/biz/billy-o-neals-indianapolis?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Irish,American,Pizza
Cafe Audrey at the Fort,402,4,"9134 Otis Ave Indianapolis, IN 46216",46216,2,https://www.yelp.com/biz/cafe-audrey-at-the-fort-indianapolis-2?osq=Restaurants,1,0,0,1,0,1,0,1,0,0,0,0,0,0,Breakfast & Brunch,Cafes,Sandwiches
Garrison,81,3.8,"6002 N Post Rd Indianapolis, IN 46216",46216,0,https://www.yelp.com/biz/garrison-indianapolis?osq=Restaurants,0,1,1,1,0,1,1,0,0,0,0,1,0,1,Breakfast & Brunch,Desserts,Salad
Porter Books & Bread,160,4.7,"5719 Lawton Loop E Dr Indianapolis, IN 46216",46216,2,https://www.yelp.com/biz/porter-books-and-bread-indianapolis-2?osq=Restaurants,1,0,0,0,1,0,0,1,1,0,0,0,0,0,Sandwiches,Bookstores,Coffee & Tea
Triton Brewing Company,177,4,"5764 Wheeler Rd Indianapolis, IN 46216",46216,2,https://www.yelp.com/biz/triton-brewing-company-indianapolis?osq=Restaurants,1,1,0,1,0,0,1,0,0,0,1,0,0,0,Breweries,American,Bars
Fitzgerald's Lunch House,200,4.8,"9130 Otis Ave Indianapolis, IN 46216",46216,1,https://www.yelp.com/biz/fitzgeralds-lunch-house-indianapolis-2?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Sandwiches,,
His Place Eatery,613,4.5,"6916 E 30th St Indianapolis, IN 46219",46219,2,https://www.yelp.com/biz/his-place-eatery-indianapolis-4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Southern,Soul Food,Barbeque
Tian Fu,37,4.4,"7525 E Washington St Indianapolis, IN 46219",46219,0,https://www.yelp.com/biz/tian-fu-indianapolis-12?osq=Restaurants,1,0,0,1,1,0,1,1,0,1,0,0,0,1,Chinese,Japanese,Thai
Indy's Historic Steer-In Restaurant,496,4.1,"5130 E 10th St Indianapolis, IN 46219",46219,0,https://www.yelp.com/biz/indys-historic-steer-in-restaurant-indianapolis-2?osq=Restaurants,1,0,0,1,1,0,1,1,0,1,0,0,0,1,American,Comfort Food,
Smash'd Burger Bar,45,4.4,"10 Johnson Ave Indianapolis, IN 46219",46219,0,https://www.yelp.com/biz/smashd-burger-bar-indianapolis?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Burgers,Salad,Sandwiches
The Med,71,4.4,"5614 Washington St Indianapolis, IN 46219",46219,2,https://www.yelp.com/biz/the-med-indianapolis?osq=Restaurants,1,0,1,1,1,1,1,1,0,1,0,0,0,0,Mediterranean,,
Scarlet Lane Brewing - Irvington,28,3.9,"5632 E Washington St Irvington, IN 46219",46219,2,https://www.yelp.com/biz/scarlet-lane-brewing-irvington-irvington?osq=Restaurants,1,0,0,1,0,0,1,0,0,1,1,0,0,1,Breweries,Gastropubs,"Beer, Wine & Spirits"
Strange Bird,244,4.6,"128 S Audubon Rd Indianapolis, IN 46219",46219,2,https://www.yelp.com/biz/strange-bird-indianapolis?osq=Restaurants,1,0,0,0,1,1,1,1,0,1,1,0,0,0,Tiki Bars,Cocktail Bars,Ramen
Mama Carolla's,935,4.3,"1031 E 54th St Indianapolis, IN 46220",46220,2,https://www.yelp.com/biz/mama-carollas-indianapolis?osq=Restaurants,1,0,1,0,1,1,0,0,0,0,0,0,0,0,Italian,,
Sully’s Grill,34,4.6,"6955 N Keystone Ave Sullivan Hardware & Garden Indianapolis, IN 46220",46220,2,https://www.yelp.com/biz/sully-s-grill-indianapolis?osq=Restaurants,1,1,0,0,0,1,0,1,0,1,1,0,0,1,American,,
Fire By The Monon,590,4.3,"6523 Ferguson St Indianapolis, IN 46220",46220,2,https://www.yelp.com/biz/fire-by-the-monon-indianapolis?osq=Restaurants,1,0,0,0,1,0,0,0,0,0,0,0,0,0,American,Salad,Burgers
Fernando’s Mexican & Brazilian Cuisine,87,4.7,"834 E 64th St Indianapolis, IN 46220",46220,2,https://www.yelp.com/biz/fernando-s-mexican-and-brazilian-cuisine-indianapolis?osq=Restaurants,0,0,0,1,0,1,1,0,0,0,1,0,0,0,Desserts,Brazilian,New Mexican Cuisine
Delicia,709,4.5,"5215 N College Ave Indianapolis, IN 46220",46220,3,https://www.yelp.com/biz/delicia-indianapolis?osq=Restaurants,1,0,1,1,0,0,1,1,0,0,1,0,0,0,Latin American,Mexican,Caribbean
Mansion Society,60,4.7,"202 Steeples Blvd Indianapolis, IN 46222",46222,2,https://www.yelp.com/biz/mansion-society-indianapolis?osq=Restaurants,1,0,0,0,1,1,0,0,1,0,0,0,0,0,Coffee & Tea,Breakfast & Brunch,Cafes
NYC Food Mart,9,4.6,"3106 W 16th St Indianapolis, IN 46222",46222,0,https://www.yelp.com/biz/nyc-food-mart-indianapolis?osq=Restaurants,1,0,0,0,0,0,1,1,0,0,0,0,0,1,Juice Bars & Smoothies,Chicken Wings,Sandwiches
The Iron Skillet,131,4.3,"2489 W 30th St Indianapolis, IN 46222",46222,0,https://www.yelp.com/biz/the-iron-skillet-indianapolis?osq=Restaurants,1,0,1,0,0,0,1,1,1,0,0,0,0,0,New American,,
Che Chori Foods,123,4.8,"3124 W 16th St Indianapolis, IN 46222",46222,1,https://www.yelp.com/biz/che-chori-foods-indianapolis?osq=Restaurants,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Argentine,Burgers,Empanadas
Big Woods Speedway,529,3.5,"1002 Main St Speedway, IN 46224",46224,2,https://www.yelp.com/biz/big-woods-speedway-speedway?osq=Restaurants,1,0,1,1,0,0,1,0,0,0,0,0,0,1,Burgers,Pizza,Breweries
Dawsons On Main,329,4,"1464 Main St Indianapolis, IN 46224",46224,2,https://www.yelp.com/biz/dawsons-on-main-indianapolis?osq=Restaurants,1,0,1,1,0,0,0,1,1,0,1,0,0,0,American,Wine Bars,Seafood
Barbecue And Bourbon,352,4.1,"1414 Main St Speedway, IN 46224",46224,0,https://www.yelp.com/biz/barbecue-and-bourbon-speedway?osq=Restaurants,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Barbeque,Cocktail Bars,Sandwiches
Daredevil Brewing,159,4.3,"1151 N Main St Speedway, IN 46224",46224,2,https://www.yelp.com/biz/daredevil-brewing-speedway-7?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,0,0,0,1,Breweries,Beer Gardens,Pizza
Charlie Brown’s Pancake & Steak House,209,4.1,"1038 Main St Indianapolis, IN 46224",46224,2,https://www.yelp.com/biz/charlie-brown-s-pancake-and-steak-house-indianapolis?osq=Restaurants,1,0,0,0,0,1,0,0,1,0,0,0,0,0,American,Breakfast & Brunch,Steakhouses
Brozinni Pizzeria at Speedway,112,4.5,"1067 N Main St Ste B Speedway, IN 46224",46224,2,https://www.yelp.com/biz/brozinni-pizzeria-at-speedway-speedway?osq=Restaurants,1,0,0,0,0,1,0,0,0,1,1,0,0,0,Pizza,Italian,
1933 Lounge,202,4.5,"127 S Illinois St Indianapolis, IN 46225",46225,3,https://www.yelp.com/biz/1933-lounge-indianapolis?osq=Restaurants,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Lounges,American,Cocktail Bars
Goodwood Indy,168,3.6,"140 S Illinois St Indianapolis, IN 46225",46225,2,https://www.yelp.com/biz/goodwood-indy-indianapolis?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,0,1,0,1,Brewpubs,New American,Burgers
Social Cantina,76,3.8,"148 S Illinois St Indianapolis, IN 46225",46225,2,https://www.yelp.com/biz/social-cantina-indianapolis?osq=Restaurants,1,0,0,1,1,0,0,1,0,0,1,0,0,0,Tacos,New American,
The Whistle Stop,51,4.1,"375 S Illinois St Indianapolis, IN 46225",46225,1,https://www.yelp.com/biz/the-whistle-stop-indianapolis?osq=Restaurants,1,0,0,0,0,0,0,0,1,0,1,0,0,0,American,Bars,
Harry & Izzy's,1096,4.1,"153 S Illinois St Indianapolis, IN 46225",46225,3,https://www.yelp.com/biz/harry-and-izzys-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,1,0,1,0,0,0,Steakhouses,New American,Seafood
The District Tap Downtown,221,3.9,"141 S Meridian St Indianapolis, IN 46225",46225,2,https://www.yelp.com/biz/the-district-tap-downtown-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,1,0,0,0,American,Sports Bars,Venues & Event Spaces
Agave & Rye - Indianapolis,269,4.1,"336 South Delaware St Indianapolis, IN 46225",46225,2,https://www.yelp.com/biz/agave-and-rye-indianapolis-indianapolis?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,0,0,0,1,New American,Tacos,Cocktail Bars
The Saint Shack,48,3.9,"250 S Meridian St Indianapolis, IN 46225",46225,2,https://www.yelp.com/biz/the-saint-shack-indianapolis?osq=Restaurants,1,0,0,0,1,0,1,0,0,0,1,0,0,0,Cocktail Bars,Sports Bars,Hot Dogs
The Burger Joint,30,4,"5450 E Fall Creek Pkwy N Dr Indianapolis, IN 46226",46226,2,https://www.yelp.com/biz/the-burger-joint-indianapolis?osq=Restaurants,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Burgers,Salad,Sandwiches
Jack in the Box,79,2.1,"8950 S US 31 Indianapolis, IN 46227",46227,1,https://www.yelp.com/biz/jack-in-the-box-indianapolis-4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,Burgers,Fast Food,Tacos
First Watch,21,4.4,"8820 US 31 S Indianapolis, IN 46227",46227,2,https://www.yelp.com/biz/first-watch-indianapolis-12,1,0,0,0,1,0,0,1,1,0,0,0,0,1,Breakfast & Brunch,Cafes,American
Two Hands Fresh Corn Dogs,16,4.2,"8727 US 31 S Indianapolis, IN 46227",46227,0,https://www.yelp.com/biz/two-hands-fresh-corn-dogs-indianapolis?osq=Restaurants,1,0,0,1,0,0,1,1,1,0,0,0,0,0,Hot Dogs,,
Open Kitchen Restaurant,97,4.8,"4022 Shelby St Indianapolis, IN 46227",46227,2,https://www.yelp.com/biz/open-kitchen-restaurant-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Breakfast & Brunch,American,Diners
The Dining Room at RH Indianapolis,2,5,"4501 N Michigan Rd Indianapolis, IN 46228",46228,0,https://www.yelp.com/biz/the-dining-room-at-rh-indianapolis-indianapolis?osq=Restaurants,0,1,0,0,1,1,0,0,0,0,0,0,0,0,New American,,
Burrito Express Bar & Grill,16,4.5,"9355 E Washington St Indianapolis, IN 46229",46229,0,https://www.yelp.com/biz/burrito-express-bar-and-grill-indianapolis?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Mexican,Barbeque,American
Jimmie's Soulfood & More,16,3.9,"10074 E 10th St Indianapolis, IN 46229",46229,2,https://www.yelp.com/biz/jimmies-soulfood-and-more-indianapolis?osq=Restaurants,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Soul Food,Southern,
Beach Bum Barbecue,21,4.5,"10202 E Washington St Ste 196 Indianapolis, IN 46229",46229,0,https://www.yelp.com/biz/beach-bum-barbecue-indianapolis?osq=Restaurants,1,1,0,0,1,0,1,1,0,0,1,0,0,0,Barbeque,Food Trucks,
Ny Gourmet Deli,13,4.8,"9945 East 21st St Indianapolis, IN 46229",46229,2,https://www.yelp.com/biz/ny-gourmet-deli-indianapolis?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Delis,,
Yummy Bowl,57,4.1,"55 S Raceway Rd Unit 800 Indianapolis, IN 46231",46231,0,https://www.yelp.com/biz/yummy-bowl-indianapolis-2?osq=Restaurants,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Sushi Bars,Mongolian,
Jaggers,25,4.4,"9020 Rockville Rd Indianapolis, IN 46234",46234,0,https://www.yelp.com/biz/jaggers-indianapolis-3?osq=Restaurants,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Burgers,Salad,Fast Food
Juicy Wings Hibachi,22,4.6,"3827 Mitthoeffer Rd Ste H Indianapolis, IN 46235",46235,2,https://www.yelp.com/biz/juicy-wings-hibachi-indianapolis?osq=Restaurants,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Chicken Wings,Seafood,Japanese
Chuy's,68,3.6,"4670 Southport Crossing Dr Indianapolis, IN 46237",46237,2,https://www.yelp.com/biz/chuys-indianapolis,1,0,0,1,1,1,0,1,0,1,0,0,0,0,Bars,Mexican,Tex-Mex
Punjabi Dhaba,24,4.9,"6005 Thompson Rd Ste A Indianapolis, IN 46237",46237,0,https://www.yelp.com/biz/punjabi-dhaba-indianapolis?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Indian,,
Bronko’s Of Southeast Indy,28,3.8,"5209 E Thompson Rd Indianapolis, IN 46237",46237,2,https://www.yelp.com/biz/bronko-s-of-southeast-indy-indianapolis?osq=Restaurants,1,1,0,0,1,0,1,1,0,0,0,1,0,1,Sandwiches,Pizza,
Carrabba's Italian Grill,128,3.9,"4690 Southport Crossing Dr Southport, IN 46237",46237,2,https://www.yelp.com/biz/carrabbas-italian-grill-southport-2,1,0,1,0,0,1,0,1,0,1,1,0,0,1,Italian,Seafood,
Thai Charm,38,4.8,"5335 E Southport Rd Ste 600 Indianapolis, IN 46237",46237,2,https://www.yelp.com/biz/thai-charm-indianapolis,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Thai,,
Baan Thai Bistro,61,4.9,"8705 Southeastern Ave Indianapolis, IN 46239",46239,2,https://www.yelp.com/biz/baan-thai-bistro-indianapolis?osq=Restaurants,1,0,1,0,0,0,1,0,0,0,1,0,0,0,Thai,,
Wheatley's,69,4.1,"8902 Southeastern Ave Wanamaker, IN 46239",46239,0,https://www.yelp.com/biz/wheatleys-wanamaker?osq=Restaurants,1,0,0,0,0,0,0,0,0,0,1,0,0,0,American,Breakfast & Brunch,
New Bethel Ordinary,209,4,"8838 Southeastern Ave Indianapolis, IN 46239",46239,0,https://www.yelp.com/biz/new-bethel-ordinary-indianapolis?osq=Restaurants,1,0,0,1,0,0,1,1,0,1,1,0,0,0,American,Pizza,
Smokin' Barrel BBQ,55,4.9,"2316 S German Church Rd Indianapolis, IN 46239",46239,2,https://www.yelp.com/biz/smokin-barrel-bbq-indianapolis?osq=Restaurants,1,1,0,1,1,0,1,0,0,0,0,0,0,1,Barbeque,,
Provision,394,4.3,"2721 E 86th St Ste 200 Indianapolis, IN 46240",46240,3,https://www.yelp.com/biz/provision-indianapolis?osq=Restaurants,1,0,1,1,0,0,1,0,0,0,0,0,0,0,New American,Burgers,Soup
Big Lug Canteen,646,4.3,"1435 E 86th St Indianapolis, IN 46240",46240,2,https://www.yelp.com/biz/big-lug-canteen-indianapolis-2?osq=Restaurants,1,0,0,0,1,0,0,1,0,0,1,0,0,0,Breweries,American,Pizza
The District Tap,654,3.8,"3720 E 82nd St Indianapolis, IN 46240",46240,2,https://www.yelp.com/biz/the-district-tap-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,0,0,0,1,Sports Bars,American,Beer Bar
Sangiovese Ristorante,258,4.3,"2727 E 86th St Ste 110 Indianapolis, IN 46240",46240,2,https://www.yelp.com/biz/sangiovese-ristorante-indianapolis-3?osq=Restaurants,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Italian,,
Daredevil Hall,228,4.1,"2721 E 86th St Ste 180 Indianapolis, IN 46240",46240,2,https://www.yelp.com/biz/daredevil-hall-indianapolis?osq=Restaurants,1,0,1,0,1,1,1,1,0,0,0,0,0,0,Breweries,Burgers,Pizza
Late Harvest Kitchen,341,4.3,"8605 River Crossing Blvd Indianapolis, IN 46240",46240,3,https://www.yelp.com/biz/late-harvest-kitchen-indianapolis?osq=Restaurants,1,0,1,1,0,0,0,1,1,0,0,0,0,0,New American,,
Doc B's Restaurant + Bar,106,4.2,"8702 Keystone Crossing Unit 127-A Indianapolis, IN 46240",46240,2,https://www.yelp.com/biz/doc-bs-restaurant-bar-indianapolis?osq=Restaurants,1,0,1,0,1,1,0,1,0,0,0,0,0,1,Bars,New American,
Burger Theory,110,3.7,"8555 Stansted Dr Indianapolis, IN 46241",46241,2,https://www.yelp.com/biz/burger-theory-indianapolis?osq=Restaurants,1,0,0,0,0,1,1,0,0,1,1,0,0,0,Burgers,,
Tacos El Carbon,,,"1301 S High School Rd Indianapolis, IN 46241",46241,2,https://www.yelp.com/biz/tacos-el-carbon-indianapolis,1,0,0,0,1,0,1,0,0,0,0,1,0,0,Tacos,Food Trucks,
Thai Town Cuisine,245,4.4,"1237 S High School Rd Indianapolis, IN 46241",46241,2,https://www.yelp.com/biz/thai-town-cuisine-indianapolis-3?osq=Restaurants,1,0,1,1,1,0,0,1,0,0,0,0,0,1,Thai,,
Hangar 58,30,3.6,"5860 Fortune Cir W Indianapolis, IN 46241",46241,2,https://www.yelp.com/biz/hangar-58-indianapolis?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,1,0,0,American,Brewpubs,Burgers
Checkered Flag Tavern,128,4.2,"5725 W Morris St Indianapolis, IN 46241",46241,1,https://www.yelp.com/biz/checkered-flag-tavern-indianapolis?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Pubs,American,Barbeque
Gil Tacos,177,4.3,"1665 S Lynhurst Dr Indianapolis, IN 46241",46241,0,https://www.yelp.com/biz/gil-tacos-indianapolis?osq=Restaurants,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Mexican,,
El Toro Prime - Indianapolis,6,3.8,"4901 E 82nd St Ste 900 Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/el-toro-prime-indianapolis-indianapolis?osq=Restaurants,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Mexican,Cocktail Bars,
Upland Brewing Company,55,4.4,"4939 E 82nd St Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/upland-brewing-company-indianapolis-4,1,1,0,1,0,0,0,0,1,1,0,0,0,0,Pizza,Brewpubs,Sports Bars
Bonefish Grill,396,3.9,"4501 E 82nd St Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/bonefish-grill-indianapolis,1,0,1,0,0,1,0,1,0,1,0,0,0,0,Seafood,,
Hari Foods,22,4.5,"5850 E 82nd St Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/hari-foods-indianapolis?osq=Restaurants,1,0,0,0,0,1,0,1,0,1,1,0,0,1,Indian,Vegetarian,
Charleston's,364,4,"6815 E 82nd St Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/charlestons-indianapolis?osq=Restaurants,1,0,1,0,1,0,1,1,0,0,0,0,0,0,American,Steakhouses,
1947 Eatery & Lounge,66,4.4,"5846 E 82nd St Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/1947-eatery-and-lounge-indianapolis?osq=Restaurants,1,0,1,1,0,0,0,1,1,0,0,0,0,1,Indian,,
Ale Emporium,1078,4.2,"8617 Allisonville Rd Indianapolis, IN 46250",46250,2,https://www.yelp.com/biz/ale-emporium-indianapolis?osq=Restaurants,1,0,1,0,1,1,1,0,1,0,1,0,0,0,Pizza,Sports Bars,Chicken Wings
Jack in the Box,58,2.1,"5613 W 38th St Indianapolis, IN 46254",46254,1,https://www.yelp.com/biz/jack-in-the-box-indianapolis-3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,Fast Food,Burgers,Tacos
Just Like Sunday,10,4.9,"3919 Lafayette Rd Indianapolis, IN 46254",46254,0,https://www.yelp.com/biz/just-like-sunday-indianapolis?osq=Restaurants,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Soul Food,,
Rick's Café Boatyard,1002,3.7,"4050 Dandy Trl Indianapolis, IN 46254",46254,2,https://www.yelp.com/biz/ricks-caf%C3%A9-boatyard-indianapolis-3?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,0,0,0,0,American,Bars,Seafood
Boathouse Grill,172,4,"6225 W 56th St Indianapolis, IN 46254",46254,0,https://www.yelp.com/biz/boathouse-grill-indianapolis?osq=Restaurants,1,0,0,1,0,0,0,0,0,0,0,0,0,0,American,,
Chapati,722,4.6,"4930 Lafayette Rd Ste G Indianapolis, IN 46254",46254,2,https://www.yelp.com/biz/chapati-indianapolis-2?osq=Restaurants,1,0,1,0,0,0,1,1,0,0,0,0,0,1,Indian,Pakistani,Middle Eastern
Kulture Bar & Lounge,65,4.1,"7038 Shore Terrace Indianapolis In 46254 Indianapolis, IN 46254",46254,2,https://www.yelp.com/biz/kulture-bar-and-lounge-indianapolis-2?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Lounges,New American,
Luciana’s - Park Meridian,8,4.5,"9510 N Meridian St Indianapolis, IN 46255",46255,2,https://www.yelp.com/biz/luciana-s-park-meridian-indianapolis-3?osq=Restaurants,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Mexican,Tex-Mex,
AJ’s Bar & Grill,149,4.1,"9755 Fall Creek Rd Indianapolis, IN 46256",46256,0,https://www.yelp.com/biz/aj-s-bar-and-grill-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,0,0,0,0,Bars,American,Pizza
Amore! Italian Kitchen,132,4.3,"9757 Fall Creek Rd Indianapolis, IN 46256",46256,2,https://www.yelp.com/biz/amore-italian-kitchen-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,0,1,0,0,1,Italian,,
Now That’s Bar-B-Que,27,3.8,"11143 Exchange St Indianapolis, IN 46259",46259,2,https://www.yelp.com/biz/now-that-s-bar-b-que-indianapolis?osq=Restaurants,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Barbeque,,
McAlister's Deli,90,2.9,"9450 N Meridian St Indianapolis, IN 46260",46260,1,https://www.yelp.com/biz/mcalisters-deli-indianapolis-4,1,0,1,0,0,0,0,1,1,1,1,0,0,0,Delis,Sandwiches,Salad
Rusty Bucket Restaurant & Tavern,249,4,"1130 W 86th St Indianapolis, IN 46260",46260,2,https://www.yelp.com/biz/rusty-bucket-restaurant-and-tavern-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,1,0,0,1,Pubs,American,Comfort Food
Oakleys Bistro,332,4.4,"1464 W 86th St Indianapolis, IN 46260",46260,3,https://www.yelp.com/biz/oakleys-bistro-indianapolis?osq=Restaurants,1,0,1,0,0,0,0,1,0,1,0,0,0,0,New American,Wine Bars,Cocktail Bars
3 in 1 Restaurant,259,4.8,"1413 West 86th St Indianapolis, IN 46260",46260,2,https://www.yelp.com/biz/3-in-1-restaurant-indianapolis-2?osq=Restaurants,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Mexican,Salvadoran,Vegan
Daddy Jack's Restaurant & Bar,115,3.7,"9419 N Meridian St Indianapolis, IN 46260",46260,2,https://www.yelp.com/biz/daddy-jacks-restaurant-and-bar-indianapolis-5?osq=Restaurants,1,0,1,0,0,0,0,0,0,1,0,0,0,1,American,Seafood,Sushi Bars
